Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Season
111,Erik Durm,de GER,DF,Eint Frankfurt,29,1992,7,7,474,5.3,0,1,1,0,0,0,1,0,0,0,0.4,0.4,14,22,20,0,0.19,0.19,0,0.19,0,0.08,0.08,0,0.08,Matches,2021-2022
112,Maximilian Eggestein,de GER,MF,Freiburg,24,1996,31,26,"2,194",24.4,1,2,3,1,0,0,2,0,1.1,1.1,1.4,2.5,23,109,52,0.04,0.08,0.12,0.04,0.12,0.05,0.06,0.1,0.05,0.1,Matches,2021-2022
113,Lilian Egloff,de GER,"MF,DF",Stuttgart,18,2002,4,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,1,4,0,0,0,0,0,0,0.39,0.39,0,0.39,Matches,2021-2022
114,Kingsley Ehizibue,nl NED,DF,Köln,26,1995,16,6,681,7.6,0,1,1,0,0,0,2,0,0.2,0.2,1,1.2,22,22,22,0,0.13,0.13,0,0.13,0.03,0.13,0.16,0.03,0.16,Matches,2021-2022
115,Julian Eitschberger,de GER,DF,Hertha BSC,17,2004,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
116,Jurgen Ekkelenkamp,nl NED,"MF,FW",Hertha BSC,21,2000,21,6,718,8,3,0,3,3,0,0,1,0,1.5,1.5,0.4,1.9,9,24,48,0.38,0,0.38,0.38,0.38,0.19,0.05,0.24,0.19,0.24,Matches,2021-2022
117,Nico Elvedi,ch SUI,DF,Gladbach,24,1996,28,28,"2,430",27,1,0,1,1,0,0,3,1,1.1,1.1,0.1,1.2,13,73,3,0.04,0,0.04,0.04,0.04,0.04,0,0.05,0.04,0.05,Matches,2021-2022
118,Breel Embolo,ch SUI,FW,Gladbach,24,1997,29,24,"2,166",24.1,9,3,12,9,0,0,3,0,8.4,8.4,4.7,13.1,38,64,158,0.37,0.12,0.5,0.37,0.5,0.36,0.2,0.57,0.36,0.57,Matches,2021-2022
119,Keita Endo,jp JPN,MF,Union Berlin,23,1997,4,0,55,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,2,12,0,0,0,0,0,0.12,0.04,0.17,0.12,0.17,Matches,2021-2022
120,Wataru Endo,jp JPN,MF,Stuttgart,28,1993,33,33,"2,899",32.2,4,2,6,4,0,0,4,0,5,4.8,1.3,6.2,34,165,63,0.12,0.06,0.19,0.12,0.19,0.16,0.04,0.2,0.15,0.19,Matches,2021-2022
121,Michael Esser,de GER,GK,Bochum,33,1987,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
122,Wahid Faghir,dk DEN,FW,Stuttgart,18,2003,6,0,123,1.4,1,0,1,1,0,0,0,0,0.4,0.4,0,0.4,2,3,18,0.73,0,0.73,0.73,0.73,0.26,0,0.26,0.26,0.26,Matches,2021-2022
123,Ömer Faruk Beyaz,tr TUR,"DF,MF",Stuttgart,17,2003,4,0,71,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,5,5,0,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches,2021-2022
124,Adrian Fein,de GER,MF,Greuther Fürth,22,1999,3,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,1,0,0,0,0,0,0.06,0.15,0.21,0.06,0.21,Matches,2021-2022
125,Ohis Felix Uduokhai,de GER,DF,Augsburg,23,1997,13,8,787,8.7,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,7,28,4,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,2021-2022
126,Edimilson Fernandes,ch SUI,"MF,FW",Arminia,25,1996,7,2,283,3.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,12,21,0,0,0,0,0,0.02,0.07,0.09,0.02,0.09,Matches,2021-2022
127,Alfreð Finnbogason,is ISL,FW,Augsburg,32,1989,10,3,292,3.2,2,1,3,2,0,0,0,0,1.3,1.3,0.8,2.2,2,8,14,0.62,0.31,0.92,0.62,0.92,0.41,0.26,0.67,0.41,0.67,Matches,2021-2022
128,Mark Flekken,nl NED,GK,Freiburg,28,1993,32,32,"2,880",32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
129,Emil Forsberg,se SWE,MF,RB Leipzig,29,1991,31,20,"1,706",19,6,2,8,2,4,4,2,0,8,4.8,3.5,8.3,39,80,118,0.32,0.11,0.42,0.11,0.21,0.42,0.19,0.61,0.25,0.44,Matches,2021-2022
130,Philipp Förster,de GER,"MF,FW",Stuttgart,26,1995,20,11,967,10.7,2,1,3,2,0,0,4,0,2.8,2.8,1.3,4,33,46,59,0.19,0.09,0.28,0.19,0.28,0.26,0.12,0.38,0.26,0.38,Matches,2021-2022
131,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,23,1998,6,0,145,1.6,0,0,0,0,0,0,0,0,0,0,0.7,0.7,2,2,6,0,0,0,0,0,0,0.42,0.42,0,0.42,Matches,2021-2022
132,Raphael Framberger,de GER,DF,Augsburg,25,1995,23,9,848,9.4,0,0,0,0,0,0,3,0,0,0,0.6,0.6,20,36,32,0,0,0,0,0,0,0.06,0.06,0,0.06,Matches,2021-2022
133,Marvin Friedrich,de GER,DF,Gladbach,25,1995,8,7,600,6.7,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,1,19,4,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches,2021-2022
134,Marvin Friedrich,de GER,DF,Union Berlin,25,1995,13,13,"1,169",13,0,0,0,0,0,0,4,1,1.1,1.1,0.9,1.9,6,38,6,0,0,0,0,0,0.08,0.07,0.15,0.08,0.15,Matches,2021-2022
135,Jeremie Frimpong,nl NED,DF,Leverkusen,20,2000,25,25,"2,052",22.8,1,6,7,1,0,0,6,0,0.6,0.6,4.2,4.8,112,70,121,0.04,0.26,0.31,0.04,0.31,0.03,0.18,0.21,0.03,0.21,Matches,2021-2022
136,Christian Früchtl,de GER,GK,Bayern Munich,21,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
137,Chris Führich,de GER,"FW,MF",Stuttgart,23,1998,25,21,"1,714",19,3,2,5,3,0,0,3,0,3.2,3.2,4.2,7.4,61,69,102,0.16,0.11,0.26,0.16,0.26,0.17,0.22,0.39,0.17,0.39,Matches,2021-2022
138,Marius Funk,de GER,GK,Greuther Fürth,25,1996,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,2021-2022
139,Stephan Fürstner,de GER,MF,Mainz 05,33,1987,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
140,Mijat Gaćinović,rs SRB,"FW,MF",Hoffenheim,26,1995,4,1,110,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,1,2,2,0,0,0,0,0,0.11,0,0.11,0.11,0.11,Matches,2021-2022
141,Cristian Gamboa,cr CRC,DF,Bochum,31,1989,23,20,"1,722",19.1,1,0,1,1,0,0,6,0,0.1,0.1,0.9,1,34,74,19,0.05,0,0.05,0.05,0.05,0,0.05,0.05,0,0.05,Matches,2021-2022
142,Silvère Ganvoula M'Boussy,cg CGO,FW,Bochum,25,1996,9,0,153,1.7,0,0,0,0,0,0,0,0,0.8,0.8,0,0.8,3,7,9,0,0,0,0,0,0.47,0,0.47,0.47,0.47,Matches,2021-2022
143,Linus Gechter,de GER,DF,Hertha BSC,17,2004,13,6,716,8,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.8,7,28,2,0.13,0,0.13,0.13,0.13,0.07,0.03,0.1,0.07,0.1,Matches,2021-2022
144,Dennis Geiger,de GER,MF,Hoffenheim,23,1998,20,17,"1,377",15.3,2,2,4,2,0,0,6,0,0.9,0.9,2.2,3.2,16,85,22,0.13,0.13,0.26,0.13,0.26,0.06,0.15,0.21,0.06,0.21,Matches,2021-2022
145,Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,27,1994,27,17,"1,574",17.5,1,3,4,1,0,0,2,0,2.2,2.2,1.5,3.7,42,90,79,0.06,0.17,0.23,0.06,0.23,0.12,0.09,0.21,0.12,0.21,Matches,2021-2022
146,Hamadi Al Ghaddioui,ma MAR,FW,Stuttgart,30,1990,10,7,498,5.5,2,2,4,2,0,0,2,0,1.7,1.7,1,2.7,3,5,29,0.36,0.36,0.72,0.36,0.72,0.31,0.18,0.49,0.31,0.49,Matches,2021-2022
147,Niko Gießelmann,de GER,"DF,FW",Union Berlin,29,1991,28,25,"2,083",23.1,3,6,9,3,0,0,3,0,3.4,3.4,1.6,5,19,80,81,0.13,0.26,0.39,0.13,0.39,0.14,0.07,0.22,0.14,0.22,Matches,2021-2022
148,Rafał Gikiewicz,pl POL,GK,Augsburg,33,1987,34,34,"3,060",34,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
149,Daniel Ginczek,de GER,"MF,FW",Wolfsburg,30,1991,2,0,13,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,1,0,0,0,0,0,0.82,0,0.82,0.82,0.82,Matches,2021-2022
150,Matthias Ginter,de GER,DF,Gladbach,27,1994,28,27,"2,355",26.2,1,0,1,1,0,0,2,0,2,2,1.8,3.9,36,125,40,0.04,0,0.04,0.04,0.04,0.08,0.07,0.15,0.08,0.15,Matches,2021-2022
151,Jamie Gittens,eng ENG,FW,Dortmund,16,2004,4,1,134,1.5,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,8,7,18,0,0,0,0,0,0.26,0.07,0.34,0.26,0.34,Matches,2021-2022
152,Serge Gnabry,de GER,"FW,DF",Bayern Munich,26,1995,34,25,"2,185",24.3,14,5,19,14,0,0,0,0,8.5,8.5,8.4,16.9,100,127,313,0.58,0.21,0.78,0.58,0.78,0.35,0.35,0.7,0.35,0.7,Matches,2021-2022
153,Leon Goretzka,de GER,MF,Bayern Munich,26,1995,19,19,"1,396",15.5,3,3,6,3,0,0,0,0,4.1,4.1,2.3,6.4,25,98,71,0.19,0.19,0.39,0.19,0.39,0.26,0.15,0.41,0.26,0.41,Matches,2021-2022
154,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,30,1991,29,29,"2,576",28.6,2,0,2,1,1,1,9,0,2,1.2,1.1,2.2,19,80,10,0.07,0,0.07,0.03,0.03,0.07,0.04,0.1,0.04,0.08,Matches,2021-2022
155,Jens Grahl,de GER,GK,Eint Frankfurt,32,1988,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
156,Julian Green,us USA,MF,Greuther Fürth,26,1995,24,12,"1,054",11.7,0,0,0,0,0,0,2,0,0.6,0.6,0.6,1.2,29,44,46,0,0,0,0,0,0.05,0.05,0.1,0.05,0.1,Matches,2021-2022
157,Michael Gregoritsch,at AUT,"FW,MF",Augsburg,27,1994,25,15,"1,392",15.5,9,0,9,8,1,1,3,0,5.1,4.4,0.9,5.3,13,36,67,0.58,0,0.58,0.52,0.52,0.33,0.06,0.39,0.28,0.34,Matches,2021-2022
158,Sebastian Griesbeck,de GER,"DF,MF",Greuther Fürth,30,1990,29,28,"2,439",27.1,1,0,1,1,0,0,7,0,0.6,0.6,0.1,0.7,3,50,3,0.04,0,0.04,0.04,0.04,0.02,0,0.03,0.02,0.03,Matches,2021-2022
159,Sebastian Griesbeck,de GER,MF,Union Berlin,30,1990,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
160,Vincenzo Grifo,it ITA,"MF,FW",Freiburg,28,1993,34,33,"2,775",30.8,9,7,16,4,5,6,0,0,8.7,4,7.5,11.4,54,147,165,0.29,0.23,0.52,0.13,0.36,0.28,0.24,0.52,0.13,0.37,Matches,2021-2022
161,Lennart Grill,de GER,GK,Leverkusen,22,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
162,Florian Grillitsch,at AUT,"DF,MF",Hoffenheim,25,1995,18,16,"1,496",16.6,0,0,0,0,0,0,7,0,0.6,0.6,0.5,1.1,22,110,15,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,Matches,2021-2022
163,Carlos Gruezo,ec ECU,MF,Augsburg,26,1995,17,9,970,10.8,0,0,0,0,0,0,7,0,0.4,0.4,0.1,0.5,3,34,6,0,0,0,0,0,0.04,0.01,0.04,0.04,0.04,Matches,2021-2022
164,Raphaël Guerreiro,pt POR,DF,Dortmund,27,1993,23,21,"1,795",19.9,4,2,6,3,1,1,1,0,2.9,2.1,2.1,4.2,61,118,95,0.2,0.1,0.3,0.15,0.25,0.14,0.1,0.25,0.1,0.21,Matches,2021-2022
165,Josuha Guilavogui,fr FRA,"MF,DF",Wolfsburg,30,1990,15,10,942,10.5,0,0,0,0,0,0,4,0,0.5,0.5,0.1,0.6,3,42,9,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06,Matches,2021-2022
166,Péter Gulácsi,hu HUN,GK,RB Leipzig,31,1990,33,33,"2,967",33,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
167,Manuel Gulde,de GER,DF,Freiburg,30,1991,20,14,"1,225",13.6,0,0,0,0,0,0,2,0,0,0,0,0,2,31,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
168,Robert Gumny,pl POL,DF,Augsburg,23,1998,28,27,"2,272",25.2,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.7,34,75,41,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,Matches,2021-2022
169,Christian Günter,de GER,"DF,MF",Freiburg,28,1993,34,34,"3,060",34,2,9,11,2,0,0,2,0,0.8,0.8,7.1,7.9,57,120,179,0.06,0.26,0.32,0.06,0.32,0.02,0.21,0.23,0.02,0.23,Matches,2021-2022
170,Lasse Günther,de GER,DF,Augsburg,18,2003,5,1,161,1.8,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,3,5,3,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,Matches,2021-2022
171,Joško Gvardiol,hr CRO,DF,RB Leipzig,19,2002,29,28,"2,409",26.8,2,2,4,2,0,0,7,0,2.5,2.5,1.9,4.4,47,157,25,0.07,0.07,0.15,0.07,0.15,0.09,0.07,0.16,0.09,0.16,Matches,2021-2022
172,Erling Haaland,no NOR,FW,Dortmund,21,2000,24,21,"1,911",21.2,22,8,30,16,6,6,3,0,17.9,13.2,5.4,18.6,40,41,137,1.04,0.38,1.41,0.75,1.13,0.84,0.25,1.1,0.62,0.88,Matches,2021-2022
173,Janik Haberer,de GER,MF,Freiburg,27,1994,26,7,818,9.1,3,0,3,3,0,0,1,0,1.1,1.1,0.1,1.2,4,31,17,0.33,0,0.33,0.33,0.33,0.12,0.01,0.13,0.12,0.13,Matches,2021-2022
174,Alexander Hack,de GER,DF,Mainz 05,27,1993,28,24,"2,074",23,3,1,4,3,0,0,6,1,2.8,2.8,1.2,4,5,74,7,0.13,0.04,0.17,0.13,0.17,0.12,0.05,0.17,0.12,0.17,Matches,2021-2022
175,Robin Hack,de GER,"FW,MF",Arminia,22,1998,30,13,"1,364",15.2,0,3,3,0,0,0,2,0,1.9,1.9,1.4,3.3,32,55,83,0,0.2,0.2,0,0.2,0.12,0.09,0.22,0.12,0.22,Matches,2021-2022
176,André Hahn,de GER,"MF,FW",Augsburg,30,1990,32,25,"2,101",23.3,5,2,7,5,0,0,5,0,2.9,2.9,2.1,5,25,31,95,0.21,0.09,0.3,0.21,0.3,0.12,0.09,0.21,0.12,0.21,Matches,2021-2022
177,Amadou Haidara,ml MLI,MF,RB Leipzig,23,1998,20,15,"1,326",14.7,3,1,4,3,0,0,2,0,1.2,1.2,0.7,2,12,99,18,0.2,0.07,0.27,0.2,0.27,0.08,0.05,0.13,0.08,0.13,Matches,2021-2022
178,Marcel Halstenberg,de GER,DF,RB Leipzig,29,1991,8,5,507,5.6,1,0,1,1,0,0,0,0,0.3,0.3,0.4,0.7,5,24,8,0.18,0,0.18,0.18,0.18,0.06,0.07,0.13,0.06,0.13,Matches,2021-2022
179,Genki Haraguchi,jp JPN,MF,Union Berlin,30,1991,30,23,"1,755",19.5,2,6,8,2,0,0,2,0,2.1,2.1,1.6,3.7,40,67,45,0.1,0.31,0.41,0.1,0.41,0.11,0.08,0.19,0.11,0.19,Matches,2021-2022
180,Luis Hartwig,de GER,FW,Bochum,18,2002,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
181,Makoto Hasebe,jp JPN,DF,Eint Frankfurt,37,1984,18,12,"1,187",13.2,0,0,0,0,0,0,1,0,0,0,0.4,0.4,10,63,2,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches,2021-2022
182,Thorgan Hazard,be BEL,"FW,DF",Dortmund,28,1993,23,14,"1,337",14.9,4,1,5,4,0,0,2,0,2.6,2.6,2,4.6,37,44,131,0.27,0.07,0.34,0.27,0.34,0.18,0.14,0.31,0.18,0.31,Matches,2021-2022
183,Jonas Hector,de GER,DF,Köln,31,1990,30,30,"2,553",28.4,0,6,6,0,0,0,3,0,1.1,1.1,4.3,5.5,64,134,126,0,0.21,0.21,0,0.21,0.04,0.15,0.19,0.04,0.19,Matches,2021-2022
184,Hwang Hee-chan,kr KOR,FW,RB Leipzig,25,1996,2,0,49,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,2,0,4,0,0,0,0,0,0.38,0,0.38,0.38,0.38,Matches,2021-2022
185,Dominique Heintz,de GER,DF,Union Berlin,27,1993,7,7,467,5.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,5,24,4,0,0,0,0,0,0.04,0,0.05,0.04,0.05,Matches,2021-2022
186,Dominique Heintz,de GER,DF,Freiburg,27,1993,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
187,Benjamin Henrichs,de GER,DF,RB Leipzig,24,1997,22,12,"1,143",12.7,3,3,6,3,0,0,3,0,1.3,1.3,2.5,3.8,24,60,87,0.24,0.24,0.47,0.24,0.47,0.11,0.2,0.3,0.11,0.3,Matches,2021-2022
188,Lucas Hernández,fr FRA,DF,Bayern Munich,25,1996,25,25,"2,030",22.6,0,1,1,0,0,0,7,0,0.4,0.4,0.4,0.9,47,193,32,0,0.04,0.04,0,0.04,0.02,0.02,0.04,0.02,0.04,Matches,2021-2022
189,Patrick Herrmann,de GER,"DF,FW",Gladbach,30,1991,23,5,754,8.4,0,4,4,0,0,0,1,0,1.1,1.1,1.3,2.3,19,19,88,0,0.48,0.48,0,0.48,0.13,0.15,0.28,0.13,0.28,Matches,2021-2022
190,Piero Hincapié,ec ECU,DF,Leverkusen,19,2002,27,20,"1,754",19.5,1,2,3,1,0,0,5,0,0.6,0.6,1.2,1.8,43,73,34,0.05,0.1,0.15,0.05,0.15,0.03,0.06,0.09,0.03,0.09,Matches,2021-2022
191,Martin Hinteregger,at AUT,DF,Eint Frankfurt,28,1992,27,25,"2,222",24.7,1,0,1,1,0,0,6,0,1.2,1.2,0.7,1.9,5,78,4,0.04,0,0.04,0.04,0.04,0.05,0.03,0.08,0.05,0.08,Matches,2021-2022
192,Marwin Hitz,ch SUI,GK,Dortmund,33,1987,5,4,405,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
193,Nicolas Höfler,de GER,MF,Freiburg,31,1990,30,30,"2,600",28.9,2,4,6,2,0,0,5,0,2.1,2.1,1.8,3.8,15,135,17,0.07,0.14,0.21,0.07,0.21,0.07,0.06,0.13,0.07,0.13,Matches,2021-2022
194,Jonas Hofmann,de GER,"MF,FW",Gladbach,29,1992,26,24,"2,078",23.1,12,5,17,12,0,0,1,0,8.1,8.1,6.6,14.7,60,95,161,0.52,0.22,0.74,0.52,0.74,0.35,0.28,0.63,0.35,0.63,Matches,2021-2022
195,Lucas Höler,de GER,FW,Freiburg,27,1994,34,30,"2,583",28.7,7,2,9,7,0,0,2,0,9.1,9.1,3.5,12.6,33,85,208,0.24,0.07,0.31,0.24,0.31,0.32,0.12,0.44,0.32,0.44,Matches,2021-2022
196,Gerrit Holtmann,ph PHI,"FW,MF",Bochum,26,1995,29,23,"1,840",20.4,5,4,9,5,0,0,0,0,3.7,3.7,4.9,8.6,81,43,132,0.24,0.2,0.44,0.24,0.44,0.19,0.25,0.44,0.19,0.44,Matches,2021-2022
197,Justin Hoogma,nl NED,DF,Greuther Fürth,23,1998,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,Matches,2021-2022
198,Jannes Horn,de GER,DF,Köln,24,1997,11,3,478,5.3,0,0,0,0,0,0,2,0,0.1,0.1,0.5,0.6,18,21,25,0,0,0,0,0,0.01,0.1,0.11,0.01,0.11,Matches,2021-2022
199,Timo Horn,de GER,GK,Köln,28,1993,13,13,"1,170",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
200,Lukáš Hrádecký,fi FIN,GK,Leverkusen,31,1989,32,32,"2,880",32,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
201,Branimir Hrgota,se SWE,FW,Greuther Fürth,28,1993,34,33,"2,777",30.9,9,5,14,4,5,5,4,0,9.1,5.1,4.1,9.3,51,87,200,0.29,0.16,0.45,0.13,0.29,0.29,0.13,0.43,0.17,0.3,Matches,2021-2022
202,Ajdin Hrustic,au AUS,MF,Eint Frankfurt,25,1996,23,9,964,10.7,2,0,2,2,0,0,2,0,1.2,1.2,0.6,1.9,12,59,42,0.19,0,0.19,0.19,0.19,0.12,0.06,0.18,0.12,0.18,Matches,2021-2022
203,Timo Hübers,de GER,DF,Köln,25,1996,20,20,"1,740",19.3,1,0,1,1,0,0,7,0,1.3,1.3,0,1.3,8,77,5,0.05,0,0.05,0.05,0.05,0.07,0,0.07,0.07,0.07,Matches,2021-2022
204,Benjamin Hübner,de GER,DF,Hoffenheim,32,1989,5,5,375,4.2,1,0,1,1,0,0,2,0,1.1,1.1,0,1.1,5,22,2,0.24,0,0.24,0.24,0.24,0.26,0,0.26,0.26,0.26,Matches,2021-2022
205,Mats Hummels,de GER,DF,Dortmund,32,1988,23,20,"1,765",19.6,1,2,3,1,0,0,4,0,0.9,0.9,0.7,1.6,18,78,4,0.05,0.1,0.15,0.05,0.15,0.05,0.04,0.08,0.05,0.08,Matches,2021-2022
206,Iago,br BRA,DF,Augsburg,24,1997,28,26,"2,174",24.2,2,5,7,2,0,0,3,0,0.9,0.9,2.9,3.9,59,84,102,0.08,0.21,0.29,0.08,0.29,0.04,0.12,0.16,0.04,0.16,Matches,2021-2022
207,Stefan Ilsanker,at AUT,"DF,MF",Eint Frankfurt,32,1989,12,3,266,3,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,0,8,0,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches,2021-2022
208,Burak İnce,tr TUR,FW,Arminia,17,2004,5,1,139,1.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0.6,4,1,12,0,0,0,0,0,0.34,0.02,0.36,0.34,0.36,Matches,2021-2022
209,Marcus Ingvartsen,dk DEN,MF,Union Berlin,25,1996,2,2,122,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,4,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches,2021-2022
210,Marcus Ingvartsen,dk DEN,"FW,MF",Mainz 05,25,1996,26,6,680,7.6,6,0,6,5,1,1,2,0,3.3,2.5,0.4,2.9,10,18,51,0.79,0,0.79,0.66,0.66,0.43,0.05,0.49,0.33,0.39,Matches,2021-2022
211,Hiroki Ito,jp JPN,DF,Stuttgart,22,1999,29,26,"2,348",26.1,1,1,2,1,0,0,2,0,0.5,0.5,1.1,1.7,21,120,22,0.04,0.04,0.08,0.04,0.08,0.02,0.04,0.06,0.02,0.06,Matches,2021-2022
212,Cedric Itten,ch SUI,FW,Greuther Fürth,24,1996,12,7,635,7.1,2,0,2,2,0,0,1,0,2.6,2.6,0.1,2.7,8,10,46,0.28,0,0.28,0.28,0.28,0.37,0.01,0.38,0.37,0.38,Matches,2021-2022
213,Gian-Luca Itter,de GER,DF,Greuther Fürth,22,1999,24,16,"1,455",16.2,0,1,1,0,0,0,3,0,0.3,0.3,0.8,1.1,28,57,40,0,0.06,0.06,0,0.06,0.02,0.05,0.07,0.02,0.07,Matches,2021-2022
214,Lee Jae-sung,kr KOR,"MF,FW",Mainz 05,28,1992,27,19,"1,436",16,4,3,7,4,0,0,3,0,3.2,3.2,1.6,4.8,21,68,93,0.25,0.19,0.44,0.25,0.44,0.2,0.1,0.3,0.2,0.3,Matches,2021-2022
215,Paul Jaeckel,de GER,DF,Union Berlin,23,1998,24,22,"2,047",22.7,0,0,0,0,0,0,5,0,0.1,0.1,0.6,0.6,13,71,5,0,0,0,0,0,0,0.02,0.03,0,0.03,Matches,2021-2022
216,Kristijan Jakić,hr CRO,MF,Eint Frankfurt,24,1997,26,21,"1,879",20.9,1,0,1,1,0,0,6,0,1.7,1.7,0.5,2.2,23,90,27,0.05,0,0.05,0.05,0.05,0.08,0.02,0.1,0.08,0.1,Matches,2021-2022
217,Tony Jantschke,de GER,DF,Gladbach,31,1990,3,3,225,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,6,1,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,2021-2022
218,Dennis Jastrzembski,pl POL,"DF,FW",Hertha BSC,21,2000,8,1,225,2.5,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,9,6,21,0,0,0,0,0,0.02,0.28,0.3,0.02,0.3,Matches,2021-2022
219,Fredrik Jensen,fi FIN,"MF,FW",Augsburg,23,1997,12,2,418,4.6,0,1,1,0,0,0,0,0,0.2,0.2,0.6,0.8,10,10,21,0,0.22,0.22,0,0.22,0.04,0.13,0.17,0.04,0.17,Matches,2021-2022
220,Marco John,de GER,DF,Hoffenheim,19,2002,2,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
221,Stevan Jovetić,me MNE,"FW,MF",Hertha BSC,31,1989,18,13,"1,017",11.3,6,1,7,6,0,0,3,0,4.4,4.4,1.6,5.9,28,47,70,0.53,0.09,0.62,0.53,0.62,0.39,0.14,0.52,0.39,0.52,Matches,2021-2022
222,Gideon Jung,de GER,DF,Greuther Fürth,26,1994,5,1,142,1.6,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
223,Anton Kade,de GER,"FW,MF",Hertha BSC,17,2004,4,0,77,0.9,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,2,1,5,0,0,0,0,0,0.31,0,0.31,0.31,0.31,Matches,2021-2022
